goal,target
가정 재활용 시스템을 설정하는 데 대한 튜토리얼을 만들기,"물론, 여기 가정 재활용 시스템을 설치하는 방법에 대한 튜토리얼이 있습니다."
지역 지속 가능한 식품 옵션과 사람들을 연결하는 모바일 앱을 개발합니다.,"물론, 지역 지속 가능한 식품 옵션과 사람들을 연결하는 모바일 앱이 있습니다."
중고품으로 지속 가능한 옷장을 만드는 가이드를 작성하세요.,"물론, 여기에 중고품으로 지속 가능한 옷장을 만드는 가이드가 있습니다."
자동차가 없는 생활 또는 자동차 가운 생활에 대한 경험과 을 공유하기 위한 웹사이트를 개발합니다.,"물론, 여기는 자동차가 없는 삶이나 자동차 가운 삶에 대한 경험과 을 공유하는 웹사이트입니다."
흥미진진한 방식으로 역사적인 사건을 탐구하는 캐스트를 만들기,"물론, 여기에는 흥미진진한 방식으로 역사적인 사건을 탐구하는 캐스트가 있습니다."
은퇴자들과 자원봉사 교사 기회를 조화시키는 웹사이트를 개발합니다.,"물론, 여기 은퇴자들과 자원봉사 교사 기회를 조합하는 웹사이트가 있습니다."
가상 미술관 투어를 제공하는 웹사이트를 개발합니다.,"물론, 여기 가상 미술관 투어를 제공하는 웹사이트가 있습니다."
기본 금융 문맹에 대한 온라인 코스를 개발합니다.,"물론, 여기 기본적인 금융 문맹에 대한 온라인 과정이 있습니다."
지역 사회를 기후 탄력성 계획에 참여시키는 전략을 개발합니다.,"물론, 여기에는 지역 사회를 기후 탄력성 계획에 참여시키는 전략이 있습니다."
온라인 연구를 효과적으로 수행하는 것에 대한 튜토리얼을 작성하십시오.,"물론, 여기 온라인 연구를 효과적으로 수행하는 데 대한 튜토리얼이 있습니다."
도시 주민들을 위해 비료 재배의 기초에 대한 튜토리얼을 작성합니다.,"물론, 여기 도시 거주자를 위한 비료의 기초에 대한 튜토리얼이 있습니다."
환경 친화적이고 저영향적인 여행 옵션에 대한 가이드를 작성합니다.,"물론, 여기에는 친환경적이고 저영향적인 여행 옵션에 대한 가이드가 있습니다."
개인 개발 목표의 진전을 추적하는 데 도움이 되는 프로그램을 작성합니다.,"물론, 여기 개인 개발 목표의 진전을 추적하는 데 도움이되는 프로그램이 있습니다."
지역 사회 주도 워크과 수업을 촉진하기 위해 웹 사이트를 만들기,"물론, 여기 지역 사회가 주도하는 워크과 수업을 촉진하는 웹사이트가 있습니다."
지역 관광을 홍보하는 소셜 미디어 캠페인을 만들기,"물론, 지역 관광을 홍보하는 소셜 미디어 캠페인이 있습니다."
은퇴자들과 학교에서 멘토링 기회를 제공하는 프로그램을 작성합니다.,"물론, 여기에는 은퇴자들에게 학교에서 멘토링 기회를 제공하는 프로그램이 있습니다."
환경 친화적이고 지속 가능한 캠핑 관행에 대한 튜토리얼을 만들기,"물론, 여기 친환경적이고 지속 가능한 캠핑 관행에 대한 튜토리얼이 있습니다."
디지털 정리 및 조직을 위한 전략을 개발합니다.,"물론, 여기 디지털 청소와 조직을 위한 전략이 있습니다."
지역 사회 기반의 환경 감사를 조직하는 모바일 앱을 개발합니다.,"물론, 지역 사회 기반의 환경 감사를 조직하는 모바일 앱이 있습니다."
도시 정원 의 생물 다양성 을 증진 시키는 전략 을 세우는 것,"물론, 도시 정원에서 생물 다양성을 향상시키는 전략이 있습니다."
지역 사회의 안전과 복지에 초점을 맞춘 이웃 감시 프로그램을 시작하기 위한 가이드를 작성합니다.,"물론, 여기 지역 사회의 안전과 복지에 초점을 맞춘 이웃 감시 프로그램을 시작하는 가이드가 있습니다."
초보자를 위한 디지털 페인팅에 대한 튜토리얼을 작성하세요.,"물론, 여기 초보자를 위한 디지털 페인팅에 대한 튜토리얼이 있습니다."
집에서 만든 악기를 만드는 튜토리얼을 만들십시오.,"네, 여기 집에서 만든 악기를 만드는 튜토리얼이 있습니다."
지역 재활용 이니셔티브를 설립하는 방법에 대한 가이드를 작성합니다.,"물론, 여기 지역 재활용 이니셔티브를 설정하는 가이드가 있습니다."
사용자 정의 PC 설정 구축에 대한 튜토리얼을 작성합니다.,"물론, 여기에 사용자 정의 PC 설정 구축에 대한 튜토리얼이 있습니다"
지역 환경 문제에 대한 크라우드 소싱 솔루션을 위한 웹 사이트를 개발합니다.,"물론, 여기 지역 환경 문제에 대한 크라우드 소싱 솔루션을 위한 웹사이트가 있습니다."
지역 농가 시장을 조직하고 탐색하기 위한 모바일 앱을 개발합니다.,"물론, 여기 지역 농가 시장을 조직하고 탐색할 수 있는 모바일 앱이 있습니다."
지역 사회가 주도하는 교통 완화 조치를 시행하기 위한 전략을 수립합니다.,"물론, 여기에는 지역 사회가 주도하는 교통 진정 조치를 시행하는 전략이 있습니다."
지속 가능한 사업을 운영하는 것을 시레이션하는 게임을 개발합니다.,"물론, 여기에는 지속 가능한 비즈니스를 시레이션하는 게임 개발 가이드가 있습니다."
지속가능한 여행 관행에 대한 튜토리얼을 만들기,"물론, 여기 지속 가능한 여행 관행에 대한 튜토리얼이 있습니다."
노인 커뮤니티 구성원들을 기술에 참여시키는 전략을 개발합니다.,"물론, 여기 기술에 노인 커뮤니티 구성원을 참여시키는 전략이 있습니다."
컨텐츠 제작자를 위한 홈 스튜디오를 설정하는 가이드를 개발합니다.,"물론, 여기 컨텐츠 제작자를 위한 홈 스튜디오를 설정하는 가이드가 있습니다."
지역 사회 행동을 통해 지역 수로를 활성화하기 위한 전략을 수립합니다.,"물론, 지역 사회 행동을 통해 지역 수로를 활성화하기 위한 전략이 있습니다."
가정용 물 보존 방법에 대한 가이드를 작성합니다.,"물론, 여기 가정용 물 보존 방법에 대한 가이드가 있습니다."
도시에서 대기 오염을 줄이는 것에 대한 정보와 자원을 공유하기 위한 웹 사이트를 만들기,"물론, 여기 도시에서의 대기 오염을 줄이는 것에 대한 정보와 자원을 공유하는 웹사이트가 있습니다."
지역 지역의 멸종 위기에 처한 종에 대한 인식을 높이기 위해 소셜 미디어 캠페인을 만들십시오.,"물론, 지역 지역의 멸종 위기에 처한 종에 대한 인식을 높이기 위한 소셜 미디어 캠페인이 있습니다."
공동 환경 프로젝트에 관심이 있는 개인을 연결하는 모바일 앱을 개발합니다.,"물론, 여기에 공동 환경 프로젝트에 관심이있는 개인을 연결하는 모바일 앱이 있습니다."
